Source           Destination              Packets               Bytes
 170.135.199.195  170.132.26.43                 5411              846755
 168.162.95.154   156.36.208.231               22049            25831815
 156.36.208.231   168.162.95.154               12672              750520
 170.132.24.95    170.135.199.195               4687             5164365
 170.135.199.195  170.132.24.95                 4704              664630
 168.162.95.146   156.36.206.240                9350             9701324
 156.36.206.240   168.162.95.146                6521             1151619
 170.132.24.94    170.135.199.195              58302            57667868
 170.135.199.195  170.132.24.94                54633             8179514
 168.162.95.146   156.36.208.233                 775              928831
 156.36.208.233   168.162.95.146                 498               35937
 168.162.95.146   156.36.208.231               60094            71353049
